0	-446.221	-446.193	0	-0.000134418	168.125	
0.003999	-446.412	-445.951	0	-0.000133557	168.182	
0.00799	-447.549	-444.553	0	-0.000129562	167.822	
0.011981	-449.878	-441.835	0	-0.000119586	167.999	
0.015971	-453.267	-438.019	0	-9.8798e-05	167.018	
0.019996	-458.4	-432.443	0	-5.89206e-05	167.055	
0.024	-463.44	-426.81	0	-3.22969e-06	166.422	
0.028013	-470.647	-419.669	0	7.25673e-05	166.473	
0.032001	-478.426	-411.141	0	0.000169599	166.25	
0.035991	-493.251	-396.907	0	0.00032782	166.235	
0.04005	-505.492	-383.406	0	0.000530709	166.347	
0.043978	-514.473	-374.437	0	0.000773297	166.336	
0.047973	-533.549	-355.331	0	0.00105183	166.309	
0.052018	-551.338	-337.402	0	0.00139756	166.351	
0.055979	-569.006	-319.871	0	0.0018173	166.454	
0.059983	-591.384	-297.46	0	0.00233439	166.591	
0.064001	-617.68	-266.602	0	0.00317205	166.7	
0.068025	-652.525	-235.138	0	0.0042894	166.741	
0.072015	-679.533	-200.626	0	0.00537358	166.794	
0.07603	-727.177	-151.122	0	0.00625064	166.708	
0.080024	-761.958	-133.581	0	0.00726735	166.847	
0.083983	-795.736	-116.02	0	0.00834052	166.968	
0.08799	-822.325	-97.5124	0	0.00932195	167.05	
0.091999	-838.097	-90.1787	0	0.010081	167.091	
0.096025	-864.9	-64.9294	0	0.0103395	166.696	
0.100008	-877.889	-49.3241	0	0.0106344	166.551	
0.104018	-887.522	-24.7283	0	0.0105717	165.976	
0.107971	-894.557	-13.0172	0	0.0103591	166.944	
0.112006	-886.097	-8.36275	0	0.00998598	166.655	
0.115974	-903.578	6.42503	0	0.00946688	167.236	
0.119993	-895.187	1.9005	0	0.0087814	167.034	
0.124011	-918.567	23.237	0	0.00789791	166.891	
0.128017	-916.154	22.3033	0	0.00711886	166.821	
0.131979	-926.056	27.5502	0	0.00662712	167.023	
0.135993	-923.8	24.8946	0	0.00642944	166.993	
0.139973	-935.724	29.2775	0	0.00666985	166.981	
0.143973	-922.014	30.1886	0	0.00785499	167.293	
0.147981	-929.426	28.0895	0	0.00953825	167.298	
0.151985	-924.834	26.3323	0	0.0114497	167.377	
0.155994	-948.871	25.8354	0	0.0141122	167.436	
0.159975	-955.796	26.4394	0	0.0161788	167.36	
